Item,period_day,weekday_weekend
Medialuna,afternoon,weekday
Farm House,afternoon,weekday
Fudge,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Toast,afternoon,weekday
Cookies,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Focaccia,afternoon,weekday
Scandinavian,afternoon,weekday
Truffles,afternoon,weekday
Hearty & Seasonal,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Hearty & Seasonal,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Cookies,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Brownie,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Cookies,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Mineral water,afternoon,weekday
Coke,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Juice,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Truffles,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Scone,afternoon,weekday
Brownie,afternoon,weekday
Tea,afternoon,weekday
Sandwich,afternoon,weekday
Juice,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Juice,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Brownie,afternoon,weekday
Fudge,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Truffles,afternoon,weekday
Sandwich,afternoon,weekday
Medialuna,afternoon,weekday
Hot chocolate,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Medialuna,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Coke,afternoon,weekday
Cake,afternoon,weekday
Brownie,afternoon,weekday
Bread,afternoon,weekday
Bread,morning,weekday
Tea,morning,weekday
Tea,morning,weekday
Medialuna,morning,weekday
Cookies,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Sandwich,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Toast,morning,weekday
Medialuna,morning,weekday
Pastry,morning,weekday
Medialuna,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Cookies,morning,weekday
Cookies,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Cookies,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Hot chocolate,morning,weekday
Pastry,morning,weekday
Medialuna,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Hot chocolate,morning,weekday
The Nomad,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Toast,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Cake,afternoon,weekday
Hearty & Seasonal,afternoon,weekday
Juice,afternoon,weekday
Coffee,afternoon,weekday
Hearty & Seasonal,afternoon,weekday
Coffee,afternoon,weekday
Farm House,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Farm House,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Brownie,afternoon,weekday
Sandwich,afternoon,weekday
Juice,afternoon,weekday
Juice,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Farm House,afternoon,weekday
Coffee,afternoon,weekday
Bread,evening,weekday
Coffee,evening,weekday
Farm House,evening,weekday
Scandinavian,evening,weekday
Bread,evening,weekday
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Jam,morning,weekday
Fudge,morning,weekday
Medialuna,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Cookies,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Fudge,morning,weekday
Coffee,morning,weekday
Hot chocolate,morning,weekday
Cake,morning,weekday
Muffin,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Gingerbread syrup,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Sandwich,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coke,morning,weekday
Coffee,morning,weekday
Juice,morning,weekday
Medialuna,morning,weekday
Bread,morning,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Toast,afternoon,weekday
Sandwich,afternoon,weekday
Smoothies,afternoon,weekday
Fudge,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Cake,afternoon,weekday
Cake,afternoon,weekday
Hot chocolate,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Mineral water,afternoon,weekday
Truffles,afternoon,weekday
Cake,afternoon,weekday
Scandinavian,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Cookies,afternoon,weekday
Cookies,afternoon,weekday
Coffee,afternoon,weekday
Coke,afternoon,weekday
Bread,afternoon,weekday
Hot chocolate,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Brownie,afternoon,weekday
Coke,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Cookies,afternoon,weekday
Brownie,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Scandinavian,afternoon,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Coffee,morning,weekday
Muffin,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
The Nomad,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Hot chocolate,morning,weekday
Cake,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Brownie,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Coffee,morning,weekday
Hot chocolate,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Panatone,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Cake,morning,weekday
Bread,morning,weekday
Bread,afternoon,weekday
Truffles,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Cookies,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Brownie,afternoon,weekday
Art Tray,afternoon,weekday
Bare Popcorn,afternoon,weekday
Juice,afternoon,weekday
Coffee,afternoon,weekday
Brownie,afternoon,weekday
Muffin,afternoon,weekday
Cake,afternoon,weekday
Cookies,afternoon,weekday
Panatone,afternoon,weekday
Coke,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Brownie,afternoon,weekday
Tea,afternoon,weekday
Sandwich,afternoon,weekday
Medialuna,afternoon,weekday
Tea,afternoon,weekday
Hot chocolate,afternoon,weekday
Tea,afternoon,weekday
Muffin,afternoon,weekday
Cake,afternoon,weekday
Sandwich,afternoon,weekday
Mineral water,afternoon,weekday
Pastry,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Medialuna,afternoon,weekday
Bread,afternoon,weekday
Muffin,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Jam,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Farm House,afternoon,weekday
Bread,afternoon,weekday
Brownie,afternoon,weekday
Juice,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Fudge,afternoon,weekday
Fudge,afternoon,weekday
Cake,afternoon,weekday
Cake,afternoon,weekday
Juice,afternoon,weekday
Bread,evening,weekday
Jam,evening,weekday
Jam,evening,weekday
Fudge,evening,weekday
Fudge,evening,weekday
Bread,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Pastry,morning,weekday
Medialuna,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Farm House,morning,weekday
Fudge,morning,weekday
Bread,morning,weekday
Farm House,morning,weekday
Medialuna,morning,weekday
Medialuna,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Muffin,morning,weekday
Cake,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
The Nomad,morning,weekday
Pastry,morning,weekday
Scone,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Coffee,morning,weekday
Hot chocolate,morning,weekday
Bread,morning,weekday
Scandinavian,morning,weekday
Brownie,morning,weekday
Cake,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Brownie,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Sandwich,morning,weekday
Sandwich,morning,weekday
Bread,morning,weekday
Fudge,morning,weekday
Tea,morning,weekday
Juice,morning,weekday
Muffin,morning,weekday
Gingerbread syrup,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Brownie,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Hot chocolate,morning,weekday
Muffin,morning,weekday
Smoothies,morning,weekday
Coffee,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Scone,morning,weekday
Juice,morning,weekday
Cake,morning,weekday
Brownie,morning,weekday
Bread,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Gingerbread syrup,morning,weekday
Jam,morning,weekday
Fudge,morning,weekday
Fudge,morning,weekday
Fudge,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Scone,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Brioche and salami,afternoon,weekday
Bread,afternoon,weekday
Truffles,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Frittata,afternoon,weekday
Coffee,afternoon,weekday
Muffin,afternoon,weekday
Cake,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Scone,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Scone,afternoon,weekday
Panatone,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coke,afternoon,weekday
Gingerbread syrup,afternoon,weekday
Bread,afternoon,weekday
Brownie,afternoon,weekday
Bread,afternoon,weekday
Frittata,afternoon,weekday
Farm House,afternoon,weekday
Cookies,afternoon,weekday
Tea,afternoon,weekday
Scone,afternoon,weekday
Bread,afternoon,weekday
Jam,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Scone,afternoon,weekday
Cake,afternoon,weekday
Cake,afternoon,weekday
Scone,afternoon,weekday
Cookies,afternoon,weekday
Juice,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Toast,afternoon,weekday
Sandwich,afternoon,weekday
Hot chocolate,afternoon,weekday
Cookies,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Hot chocolate,afternoon,weekday
Cake,afternoon,weekday
Bread,morning,weekend
Panatone,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Gingerbread syrup,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Medialuna,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Toast,morning,weekend
Cake,morning,weekend
Pastry,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Juice,morning,weekend
Cookies,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Medialuna,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Focaccia,morning,weekend
Farm House,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Medialuna,morning,weekend
Pastry,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Scone,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Tea,morning,weekend
Pastry,morning,weekend
Scone,morning,weekend
Cake,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Crisps,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Bread,morning,weekend
Hot chocolate,morning,weekend
Pastry,morning,weekend
Scone,morning,weekend
Frittata,morning,weekend
Bread,morning,weekend
Pastry,morning,weekend
Hot chocolate,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Toast,morning,weekend
Tea,morning,weekend
Coke,morning,weekend
Juice,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Sandwich,morning,weekend
Farm House,morning,weekend
Hot chocolate,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Tea,morning,weekend
Cake,morning,weekend
Cake,morning,weekend
Medialuna,morning,weekend
Pastry,morning,weekend
Farm House,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Fudge,morning,weekend
Jam,morning,weekend
Jam,morning,weekend
Bread,morning,weekend
Farm House,morning,weekend
Coke,morning,weekend
Hot chocolate,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Focaccia,morning,weekend
Medialuna,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Cake,morning,weekend
Art Tray,morning,weekend
Toast,morning,weekend
Sandwich,morning,weekend
Hot chocolate,morning,weekend
Hot chocolate,morning,weekend
Juice,morning,weekend
Scone,morning,weekend
Bread,morning,weekend
Scandinavian,afternoon,weekend
Bread,afternoon,weekend
Scone,afternoon,weekend
Medialuna,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Hot chocolate,afternoon,weekend
Hot chocolate,afternoon,weekend
Coffee,afternoon,weekend
Cookies,afternoon,weekend
Medialuna,afternoon,weekend
Cookies,afternoon,weekend
Tea,afternoon,weekend
Coke,afternoon,weekend
Frittata,afternoon,weekend
Sandwich,afternoon,weekend
Coffee,afternoon,weekend
Cookies,afternoon,weekend
Medialuna,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Fudge,afternoon,weekend
Jam,afternoon,weekend
Focaccia,afternoon,weekend
Bread,afternoon,weekend
Medialuna,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Focaccia,afternoon,weekend
Panatone,afternoon,weekend
Fudge,afternoon,weekend
Coffee,afternoon,weekend
Coke,afternoon,weekend
Scandinavian,afternoon,weekend
Farm House,afternoon,weekend
Cookies,afternoon,weekend
Bread,afternoon,weekend
Cake,afternoon,weekend
Scone,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Sandwich,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Scone,afternoon,weekend
Cake,afternoon,weekend
Tea,afternoon,weekend
Hot chocolate,afternoon,weekend
Hot chocolate,afternoon,weekend
Bread,afternoon,weekend
Focaccia,afternoon,weekend
Scandinavian,afternoon,weekend
Hot chocolate,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Toast,afternoon,weekday
